"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"07-2017";"kg/hl";"5,7746";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"08-2017";"kg/hl";"5,7703";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"09-2017";"kg/hl";"5,7638";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"10-2017";"kg/hl";"5,7511";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"11-2017";"kg/hl";"5,7742";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"12-2017";"kg/hl";"5,7666";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"01-2018";"kg/hl";"5,7776";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"02-2018";"kg/hl";"5,7846";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"03-2018";"kg/hl";"5,7787";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"04-2018";"kg/hl";"5,792";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"05-2018";"kg/hl";"5,7846";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"06-2018";"kg/hl";"5,7863";""
"Production laitière ";"Total (Type de production ou marché)";"..Teneur en lactose et autres solides";"Québec";"07-2018";"kg/hl";"5,7639";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"01-1999";"hl";"2276241,74";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"02-1999";"hl";"2050061,66";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"03-1999";"hl";"2277424,41";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"04-1999";"hl";"2254527,68";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"05-1999";"hl";"2347469,97";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"06-1999";"hl";"2259897,07";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"07-1999";"hl";"2296863,19";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"08-1999";"hl";"2247886,54";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"09-1999";"hl";"2224653,28";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"10-1999";"hl";"2259234,71";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"11-1999";"hl";"2200362,44";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"12-1999";"hl";"2270657,83";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"01-2000";"hl";"2272458,07";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"02-2000";"hl";"2123877,9";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"03-2000";"hl";"2292843,05";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"04-2000";"hl";"2234459,89";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"05-2000";"hl";"2324336,71";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"06-2000";"hl";"2263030,19";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"07-2000";"hl";"2288588,66";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"08-2000";"hl";"2311809,35";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"09-2000";"hl";"2233510,83";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"10-2000";"hl";"2290487,34";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"11-2000";"hl";"2217461,07";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"12-2000";"hl";"2310603,21";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"01-2001";"hl";"2297678,8";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"02-2001";"hl";"2068078,72";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"03-2001";"hl";"2301044,48";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"04-2001";"hl";"2239609,11";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"05-2001";"hl";"2356672,04";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"06-2001";"hl";"2250123,6";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"07-2001";"hl";"2257297,32";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"08-2001";"hl";"2316983,35";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"09-2001";"hl";"2246278,27";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"10-2001";"hl";"2317410,63";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"11-2001";"hl";"2250545,21";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"12-2001";"hl";"2280492,88";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"01-2002";"hl";"2369726,99";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"02-2002";"hl";"2131675,91";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"03-2002";"hl";"2347847,74";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"04-2002";"hl";"2264235,47";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"05-2002";"hl";"2268010,6";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"06-2002";"hl";"2169636,48";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"07-2002";"hl";"2158617,54";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"08-2002";"hl";"2096345,16";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"09-2002";"hl";"2056155,88";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"10-2002";"hl";"2155890,85";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"11-2002";"hl";"2153434,61";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"12-2002";"hl";"2306074,7";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"01-2003";"hl";"2379496,26";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"02-2003";"hl";"2132380,63";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"03-2003";"hl";"2396290,51";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"04-2003";"hl";"2377446,29";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"05-2003";"hl";"2505513,43";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"06-2003";"hl";"2411903,05";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"07-2003";"hl";"2421796,96";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"08-2003";"hl";"2346401,51";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"09-2003";"hl";"2271931,79";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"10-2003";"hl";"2331123,08";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"11-2003";"hl";"2282331,43";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"12-2003";"hl";"2408728,56";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"01-2004";"hl";"2446898,43";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"02-2004";"hl";"2312420,43";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"03-2004";"hl";"2500625,54";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"04-2004";"hl";"2436601,27";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"05-2004";"hl";"2519381,52";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"06-2004";"hl";"2418000,06";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"07-2004";"hl";"2416683,06";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"08-2004";"hl";"2378691,57";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"09-2004";"hl";"2288859,82";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"10-2004";"hl";"2350606,47";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"11-2004";"hl";"2283731,59";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"12-2004";"hl";"2394157,92";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"01-2005";"hl";"2440757,5";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"02-2005";"hl";"2227986,22";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"03-2005";"hl";"2454553,6";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"04-2005";"hl";"2384824,72";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"05-2005";"hl";"2471863,14";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"06-2005";"hl";"2381316,76";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"07-2005";"hl";"2395113,17";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"08-2005";"hl";"2395451,88";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"09-2005";"hl";"2279030,83";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"10-2005";"hl";"2331507,28";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"11-2005";"hl";"2267609,23";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"12-2005";"hl";"2384967,75";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"01-2006";"hl";"2433573,65";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"02-2006";"hl";"2208881,63";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"03-2006";"hl";"2432106,58";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"04-2006";"hl";"2339787,72";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"05-2006";"hl";"2400542,33";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"06-2006";"hl";"2296709,94";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"07-2006";"hl";"2320670,93";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"08-2006";"hl";"2334759,65";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"09-2006";"hl";"2252145,82";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"10-2006";"hl";"2306905,23";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"11-2006";"hl";"2245640,21";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"12-2006";"hl";"2330778,28";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"01-2007";"hl";"2353499,73";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"02-2007";"hl";"2112431,81";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"03-2007";"hl";"2348085,33";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"04-2007";"hl";"2357596,87";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"05-2007";"hl";"2479672,08";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"06-2007";"hl";"2409574,96";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"07-2007";"hl";"2455018,25";""
"Production laitière ";"..Intra quota";"Total (Composantes laitières)";"Québec";"08-2007";"hl";"2434339,72";""
