"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";"";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"02-2003";"$/kg";"6,1344";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"03-2003";"$/kg";"6,1384";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"04-2003";"$/kg";"6,2441";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"05-2003";"$/kg";"6,3259";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"06-2003";"$/kg";"6,3423";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"07-2003";"$/kg";"6,1449";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"08-2003";"$/kg";"5,9907";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"09-2003";"$/kg";"6,3678";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"10-2003";"$/kg";"6,1608";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"11-2003";"$/kg";"6,049";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"12-2003";"$/kg";"6,185";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"01-2004";"$/kg";"6,3971";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"02-2004";"$/kg";"6,2108";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"03-2004";"$/kg";"6,3397";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"04-2004";"$/kg";"6,475";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"05-2004";"$/kg";"6,4343";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"06-2004";"$/kg";"6,7167";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"07-2004";"$/kg";"6,2974";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"08-2004";"$/kg";"6,5331";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"09-2004";"$/kg";"6,5635";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"10-2004";"$/kg";"6,4539";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"11-2004";"$/kg";"8,9572";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"12-2004";"$/kg";"9,0027";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"01-2005";"$/kg";"8,959";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"02-2005";"$/kg";"9,7586";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"03-2005";"$/kg";"9,4854";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"04-2005";"$/kg";"9,4549";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"05-2005";"$/kg";"9,3707";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"06-2005";"$/kg";"9,5329";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"07-2005";"$/kg";"9,2237";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"08-2005";"$/kg";"9,3549";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"09-2005";"$/kg";"9,4801";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"10-2005";"$/kg";"9,576";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"11-2005";"$/kg";"9,7119";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"12-2005";"$/kg";"9,5689";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"01-2006";"$/kg";"9,5706";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"02-2006";"$/kg";"9,3078";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"03-2006";"$/kg";"9,3715";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"04-2006";"$/kg";"9,1827";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"05-2006";"$/kg";"9,3546";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"06-2006";"$/kg";"9,391";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"07-2006";"$/kg";"9,1188";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"08-2006";"$/kg";"9,4052";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"09-2006";"$/kg";"9,4995";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"10-2006";"$/kg";"9,541";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"11-2006";"$/kg";"9,5981";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"12-2006";"$/kg";"9,3924";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"01-2007";"$/kg";"9,4817";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"02-2007";"$/kg";"9,5439";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"03-2007";"$/kg";"9,3313";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"04-2007";"$/kg";"9,4737";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"05-2007";"$/kg";"9,4715";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"06-2007";"$/kg";"9,3831";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"07-2007";"$/kg";"9,4067";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"08-2007";"$/kg";"9,7214";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"09-2007";"$/kg";"9,3673";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"10-2007";"$/kg";"9,4611";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"11-2007";"$/kg";"9,5015";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"12-2007";"$/kg";"9,3268";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"01-2008";"$/kg";"9,4286";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"02-2008";"$/kg";"9,6093";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"03-2008";"$/kg";"9,4016";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"04-2008";"$/kg";"9,5431";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"05-2008";"$/kg";"9,3495";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"06-2008";"$/kg";"9,5329";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"07-2008";"$/kg";"9,3297";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"08-2008";"$/kg";"9,5355";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"09-2008";"$/kg";"9,6605";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"10-2008";"$/kg";"9,572";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"11-2008";"$/kg";"9,6168";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"12-2008";"$/kg";"9,5819";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"01-2009";"$/kg";"9,851";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"02-2009";"$/kg";"9,6377";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"03-2009";"$/kg";"9,4873";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"04-2009";"$/kg";"9,5044";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"05-2009";"$/kg";"9,6516";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"06-2009";"$/kg";"9,6232";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"07-2009";"$/kg";"9,5875";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"08-2009";"$/kg";"9,5233";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"09-2009";"$/kg";"9,4542";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"10-2009";"$/kg";"9,4915";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"11-2009";"$/kg";"9,3347";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"12-2009";"$/kg";"9,4801";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"01-2010";"$/kg";"9,653";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"02-2010";"$/kg";"9,6897";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"03-2010";"$/kg";"9,2549";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"04-2010";"$/kg";"9,6044";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"05-2010";"$/kg";"9,5737";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"06-2010";"$/kg";"9,5189";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"07-2010";"$/kg";"9,4379";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"08-2010";"$/kg";"9,4867";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"09-2010";"$/kg";"9,6383";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"10-2010";"$/kg";"9,6722";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"11-2010";"$/kg";"9,6068";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"12-2010";"$/kg";"9,7149";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"01-2011";"$/kg";"9,6713";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"02-2011";"$/kg";"9,7483";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"03-2011";"$/kg";"9,7543";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"04-2011";"$/kg";"9,6968";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"05-2011";"$/kg";"9,658";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"06-2011";"$/kg";"9,6344";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"07-2011";"$/kg";"9,6813";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"08-2011";"$/kg";"9,7262";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"09-2011";"$/kg";"9,5887";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"10-2011";"$/kg";"9,7158";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"11-2011";"$/kg";"9,7928";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"12-2011";"$/kg";"9,68";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"01-2012";"$/kg";"9,7585";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"02-2012";"$/kg";"9,8017";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"03-2012";"$/kg";"9,6062";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"04-2012";"$/kg";"9,4288";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"05-2012";"$/kg";"9,4923";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"06-2012";"$/kg";"9,4795";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"07-2012";"$/kg";"9,4319";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"08-2012";"$/kg";"9,4773";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Matière grasse";"..Montant brut";"Québec";"09-2012";"$/kg";"9,4365";""
